oss_median,oss4sg_median,oss_mean,oss4sg_mean,p_value,cliff_delta,effect_magnitude,significant,oss_count,oss4sg_count
0.08333333333333333,0.125,0.1884256653923238,0.21981395140587523,1.7217925916450705e-32,-0.20612904025381718,small,True,3362,2400
