name,description,topics,language,startDate,lastContribution,lifespan,numStars,numSubscribers,numForks,numContributors,numAuthenticatedContributors,numAnonymousContributors,numNotAuthenticatedContributors,numOneTimeContributors,numAuthenticatedOneTimeContributors,numCoreContributors,contributors,authenticatedContributors,coreContributors,numCommits,numOpenIssues,numClosedIssues,numOpenPullRequests,numClosedPullRequests,numMergedPullRequests,SDG
uber/RIBs,Uber's cross-platform mobile architecture framework.,"'android', 'architectural-patterns', 'architecture', 'ios', 'mobile', 'mobile-app', 'mobile-development', 'mvc', 'mvp', 'mvvm', 'viper'",Kotlin,2017-10-03T18:18:50Z,2024-10-14T16:32:36Z,2567,7763,203,905,71,62,9,9,43,38,5,"('jbarr21', 109), ('AttwellBrian', 92), ('tyvsmith', 91), ('FranAguilera', 44), ('psteiger', 39), ('artman', 22), ('neakor', 17), ('idanakav', 15), ('gergelyorosz', 14), ('Anonymous', 12), ('kovpas', 11), ('sbarow', 10), ('yuanlu-0', 10), ('Anonymous', 8), ('SergeySmykovskyi', 7), ('Anonymous', 7), ('msridhar', 6), ('edrew08', 6), ('Anonymous', 4), ('jarinosuke', 4), ('rendecano', 4), ('ZacSweers', 3), ('oliviernotteghem', 3), ('thekirankumar', 2), ('Solace-Studios', 2), ('uOOOO', 2), ('sanchezz93', 2), ('RahulDMello', 2), ('Anonymous', 1), ('kiliankoe', 1), ('lucas34', 1), ('lukaciko', 1), ('MathieuBrousseIDO', 1), ('oronbz', 1), ('Anonymous', 1), ('pavlodavydiuk', 1), ('rafaeltoledo', 1), ('rudro', 1), ('serejahh', 1), ('ShaishavGandhi', 1), ('ElonPark', 1), ('tp', 1), ('TonyTangAndroid', 1), ('imairi', 1), ('dzzh', 1), ('davissuber', 1), ('fegol', 1), ('kimgaeunnn', 1), ('BharathMG', 1), ('Anonymous', 1), ('alexDtorres', 1), ('iMinichrispy', 1), ('mamykin-andrey', 1), ('pomozoff', 1), ('ctataru', 1), ('myhrvold', 1), ('daidongon', 1), ('dayanruben', 1), ('DevYeom', 1), ('kronik', 1), ('volatilegg', 1), ('trungducc', 1), ('ebubekirsezer', 1), ('Ericliu001', 1), ('ibrahimkteish', 1), ('woookDev', 1), ('jsdev887', 1), ('hansler', 1), ('Anonymous', 1), ('JUSTINMKAUFMAN', 1), ('Anonymous', 1)","('jbarr21', 109), ('AttwellBrian', 92), ('tyvsmith', 91), ('FranAguilera', 44), ('psteiger', 39), ('artman', 22), ('neakor', 17), ('idanakav', 15), ('gergelyorosz', 14), ('kovpas', 11), ('sbarow', 10), ('yuanlu-0', 10), ('SergeySmykovskyi', 7), ('msridhar', 6), ('edrew08', 6), ('jarinosuke', 4), ('rendecano', 4), ('ZacSweers', 3), ('oliviernotteghem', 3), ('thekirankumar', 2), ('Solace-Studios', 2), ('uOOOO', 2), ('sanchezz93', 2), ('RahulDMello', 2), ('kiliankoe', 1), ('lucas34', 1), ('lukaciko', 1), ('MathieuBrousseIDO', 1), ('oronbz', 1), ('pavlodavydiuk', 1), ('rafaeltoledo', 1), ('rudro', 1), ('serejahh', 1), ('ShaishavGandhi', 1), ('ElonPark', 1), ('tp', 1), ('TonyTangAndroid', 1), ('imairi', 1), ('dzzh', 1), ('davissuber', 1), ('fegol', 1), ('kimgaeunnn', 1), ('BharathMG', 1), ('alexDtorres', 1), ('iMinichrispy', 1), ('mamykin-andrey', 1), ('pomozoff', 1), ('ctataru', 1), ('myhrvold', 1), ('daidongon', 1), ('dayanruben', 1), ('DevYeom', 1), ('kronik', 1), ('volatilegg', 1), ('trungducc', 1), ('ebubekirsezer', 1), ('Ericliu001', 1), ('ibrahimkteish', 1), ('woookDev', 1), ('jsdev887', 1), ('hansler', 1), ('JUSTINMKAUFMAN', 1)","('jbarr21', 109), ('AttwellBrian', 92), ('tyvsmith', 91), ('FranAguilera', 44), ('psteiger', 39)",591,124,516,22,288,22,None
http4s/http4s,"A minimal, idiomatic Scala interface for HTTP","'cats', 'fs2', 'http', 'http-client', 'http-server', 'scala', 'typelevel'",Scala,2012-03-12T04:41:20Z,2024-10-25T17:07:29Z,4610,2555,72,789,472,339,133,133,166,97,4,"('rossabaker', 7263), ('armanbilge', 1106), ('ChristopherDavenport', 993), ('bryce-anderson', 912), ('danicheg', 775), ('scala-steward', 758), ('aeons', 663), ('http4s-stewardbot', 400), ('Anonymous', 319), ('bplommer', 216), ('mergifybot', 194), ('cquiroz', 191), ('hamnis', 189), ('m-sp', 164), ('kevinmeredith', 143), ('RafalSumislawski', 142), ('jmcardon', 133), ('valencik', 113), ('diesalbla', 107), ('bfritz', 92), ('yanns', 72), ('isomarcte', 67), ('amarrella', 63), ('Anonymous', 63), ('SystemFw', 62), ('reactormonk', 60), ('casualjim', 59), ('eklavya', 49), ('fredshonorio', 48), ('ashwinbhaskar', 48), ('Anonymous', 47), ('zarthross', 44), ('FrancescoSerra', 39), ('domaspoliakas', 39), ('vasilmkd', 36), ('blast-hardcheese', 36), ('VlachJosef', 33), ('arouel', 33), ('Anonymous', 32), ('zmccoy', 32), ('Anonymous', 32), ('luisdeltoro', 31), ('lewisjkl', 28), ('jedesah', 27), ('dj707chen', 26), ('TimWSpence', 26), ('san-coding', 25), ('satorg', 25), ('nigredo-tori', 25), ('yurique', 24), ('SallyPerez', 24), ('kovstas', 23), ('julien-truffaut', 23), ('rcardin', 22), ('tomwadeson', 22), ('agustafson', 21), ('github-actionsbot', 19), ('vder', 19), ('voidcontext', 18), ('mox692', 18), ('Anonymous', 17), ('kryptt', 17), ('travisbrown', 17), ('novakov-alexey', 16), ('andimiller', 16), ('gvolpe', 16), ('tpolecat', 16), ('samspills', 15), ('hvesalai', 14), ('bpholt', 14), ('IndiscriminateCoding', 13), ('kubukoz', 13), ('erewl', 13), ('bfdes', 12), ('coltfred', 12), ('Anonymous', 12), ('Anonymous', 11), ('ghostroad', 11), ('Anonymous', 11), ('shengc', 10), ('Anonymous', 10), ('mrdziuban', 10), ('kailuowang', 10), ('jodagm', 10), ('wemrysi', 10), ('colin-williams', 10), ('Anonymous', 10), ('Anonymous', 9), ('danghieutrung', 9), ('dzanot', 9), ('kry00la', 9), ('augi', 9), ('lloydmeta', 9), ('fthomas', 9), ('rhyskeepence', 9), ('amohrland', 8), ('rohan-sircar', 8), ('rpiaggio', 8), ('aryairani', 8), ('Anonymous', 8), ('m4dc4p', 8), ('zcox', 8), ('philotimos', 7), ('alejandrohdezma', 7), ('froth', 7), ('Anonymous', 7), ('rsoeldner', 7), ('buntec', 7), ('dakatsuka', 7), ('benderpremier', 7), ('keirlawson', 7), ('luisspringernature', 7), ('MartinSnyder', 7), ('taig', 7), ('nebtrx', 7), ('Anonymous', 7), ('Anonymous', 7), ('toddburnside', 6), ('arturaz', 6), ('cobr123', 6), ('Anonymous', 6), ('Anonymous', 6), ('Anonymous', 6), ('ang-mic', 6), ('jcouyang', 6), ('Anonymous', 6), ('jyoo980', 6), ('mbilski', 6), ('Anonymous', 6), ('insdami', 6), ('peterbecich', 6), ('Anonymous', 6), ('Anonymous', 6), ('rzeigler', 6), ('Anonymous', 6), ('timo-schmid', 6), ('Leammas', 5), ('ybasket', 5), ('ammarc', 5), ('ayushhooda', 5), ('Anonymous', 5), ('cmcmteixeira', 5), ('frehn', 5), ('gringrape', 5), ('sierikov', 5), ('Anonymous', 5), ('etorreborre', 5), ('hejfelix', 5), ('barryoneill', 5), ('arixmkii', 5), ('amitrai48', 5), ('CharlesD91', 5), ('Anonymous', 5), ('dchenbecker', 5), ('Anonymous', 5), ('Anonymous', 5), ('harpresing', 5), ('jenshalm', 5), ('NicolasRouquette', 5), ('sideeffffect', 5), ('Anonymous', 5), ('BenFradet', 4), ('Anonymous', 4), ('zizhengtai', 4), ('apple-corps', 4), ('zakolenko', 4), ('albertoadami', 4), ('IssueMonoid', 4), ('gribbet', 4), ('amesgen', 4), ('Lasering', 4), ('cgoldammer', 4), ('appliedfunctor', 4), ('somethingconcon', 4), ('Adam-McDevitt', 4), ('daddykotex', 4), ('Hiroki6', 4), ('Anonymous', 4), ('JakDar', 4), ('BalmungSan', 4), ('morgen-peschke', 4), ('Anonymous', 4), ('asarturas', 3), ('jcranky', 3), ('Anonymous', 3), ('guymers', 3), ('sullis', 3), ('shannonbarnes', 3), ('dozed', 3), ('stephennancekivell', 3), ('Anonymous', 3), ('zakpatterson', 3), ('dantb', 3), ('Anonymous', 3), ('gaspb', 3), ('mgibowski', 3), ('Anonymous', 3), ('vglushak', 3), ('Anonymous', 3), ('lukoyanov', 3), ('yoshinorin', 3), ('peterneyens', 3), ('TomTriple', 3), ('mcarolan', 3), ('Anonymous', 3), ('refried', 3), ('amiguez', 3), ('plokhotnyuk', 3), ('niij', 3), ('Chingles2404', 3), ('Anonymous', 3), ('christiankjaer', 3), ('ceedubs', 3), ('dabd', 3), ('diogocanut', 3), ('Anonymous', 3), ('Anonymous', 3), ('mpilquist', 3), ('grouzen', 3), ('mdedetrich', 3), ('monkey-mas', 3), ('leoniv', 3), ('Anonymous', 3), ('joan38', 3), ('jan0sch', 3), ('howyp', 3), ('Anonymous', 3), ('yoohaemin', 3), ('Anonymous', 3), ('phiSgr', 3), ('Quafadas', 2), ('SethTisue', 2), ('Anonymous', 2), ('Anonymous', 2), ('Anonymous', 2), ('lhns', 2), ('LolHens', 2), ('phongngtuan', 2), ('perok', 2), ('CremboC', 2), ('liff', 2), ('takezoe', 2), ('Anonymous', 2), ('mossprescott', 2), ('Anonymous', 2), ('Anonymous', 2), ('martijnhoekstra', 2), ('megri', 2), ('Daenyth', 2), ('FunFunFine', 2), ('yasuba', 2), ('vilu', 2), ('valydia', 2), ('Anonymous', 2), ('rintcius', 2), ('pshirshov', 2), ('pocketberserker', 2), ('Anonymous', 2), ('mcintdan', 2), ('maxkorolev', 2), ('klpx', 2), ('yuferpegom', 2), ('yannick-cw', 2), ('walesho', 2), ('travisblakeney', 2), ('Anonymous', 2), ('DeviLab', 2), ('Anonymous', 2), ('drostron', 2), ('Anonymous', 2), ('djspiewak', 2), ('dcsobral', 2), ('CraigHammondDexcom', 2), ('CharlesAHunt', 2), ('gannicottb', 2), ('ngbinh', 2), ('Anonymous', 2), ('Angel-O', 2), ('faustas', 2), ('akovbovich', 2), ('utaal', 2), ('amrhassan', 2), ('Anonymous', 2), ('asachdeva', 2), ('Anonymous', 2), ('alexarchambault', 2), ('mabasic', 2), ('mtomko', 2), ('Anonymous', 2), ('iRevive', 2), ('aspic', 2), ('lucidd', 2), ('ktfleming', 2), ('wjoel', 2), ('jaspervz', 2), ('Anonymous', 2), ('edmundnoble', 2), ('Anonymous', 2), ('fsarradin', 2), ('gstro', 2), ('Igosuki', 2), ('haripriyamurthy', 2), ('ikr0m', 2), ('Anonymous', 2), ('wjlow', 2), ('Anonymous', 2), ('nolledge', 1), ('rsemlal', 1), ('richashworth', 1), ('rolandomanrique', 1), ('ragb', 1), ('rtar', 1), ('rlavolee', 1), ('sluukkonen', 1), ('Anonymous', 1), ('desbo', 1), ('Anonymous', 1), ('ScalaWilliam', 1), ('gokyo', 1), ('stephanh', 1), ('sbly', 1), ('devholic', 1), ('Anonymous', 1), ('tbrown1979', 1), ('Anonymous', 1), ('Anonymous', 1), ('MatthewEdge', 1), ('tovbinm', 1), ('mkows', 1), ('mszczygiel', 1), ('MichalPawlicki', 1), ('mikela', 1), ('Anonymous', 1), ('flash-gordon', 1), ('kusaeva', 1), ('olliahonen', 1), ('Anonymous', 1), ('ProxyLiveSolutions', 1), ('pkhry', 1), ('PeterPerhac', 1), ('Anonymous', 1), ('Philippus', 1), ('pravin-raha', 1), ('Qi77Qi', 1), ('Dichotomia', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('danbim', 1), ('danielkarch', 1), ('dsusviela', 1), ('virusdave', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('Anonymous', 1), ('dbousamra', 1), ('eikek', 1), ('endertunc', 1), ('epost', 1), ('fabiocognigni', 1), ('fedor-shi', 1), ('fghibellini', 1), ('george-wilson-rea', 1), ('GrafBlutwurst', 1), ('Grogs', 1), ('MasseGuillaume', 1), ('hartmut27', 1), ('Anonymous', 1), ('MouslihAbdelhakim', 1), ('Adriani-Furtado', 1), ('Anonymous', 1), ('Anonymous', 1), ('ahjohannessen', 1), ('zAPFy', 1), ('alissapajer', 1), ('Anonymous', 1), ('andreamarcolin', 1), ('CloudNiner', 1), ('Anonymous', 1), ('aaabramov', 1), ('andyscott', 1), ('anilkumarmyla', 1), ('anthony-cros', 1), ('chuwy', 1), ('ALPHA-60', 1), ('yuchaoran2011', 1), ('Anonymous', 1), ('cb372', 1), ('lunedis', 1), ('Anonymous', 1), ('kejifasuyi', 1), ('kevin-lee', 1), ('Tomahna', 1), ('Anonymous', 1), ('KristianAN', 1), ('LaurenceWarne', 1), ('leeshangqian', 1), ('LeifW', 1), ('lolgab', 1), ('Anonymous', 1), ('mcenkar', 1), ('Marcus-Rosti', 1), ('mcanlas', 1), ('Anonymous', 1), ('markus1189', 1), ('justjoheinz', 1), ('mattyjbrown', 1), ('aldiyen', 1), ('mattkohl', 1), ('Anonymous', 1), ('henridwyer', 1), ('hnaderi', 1), ('hgiddens', 1), ('ingarabr', 1), ('ijuma', 1), ('Anonymous', 1), ('Slakah', 1), ('jisantuc', 1), ('jvliwanag', 1), ('jrozanski', 1), ('Anonymous', 1), ('Jentsch', 1), ('guersam', 1), ('joescii', 1), ('knuton', 1), ('teigen', 1), ('jadlr', 1), ('jordiolivares', 1), ('jgogstad', 1), ('neko-kai', 1)","('rossabaker', 7263), ('armanbilge', 1106), ('ChristopherDavenport', 993), ('bryce-anderson', 912), ('danicheg', 775), ('scala-steward', 758), ('aeons', 663), ('http4s-stewardbot', 400), ('bplommer', 216), ('mergifybot', 194), ('cquiroz', 191), ('hamnis', 189), ('m-sp', 164), ('kevinmeredith', 143), ('RafalSumislawski', 142), ('jmcardon', 133), ('valencik', 113), ('diesalbla', 107), ('bfritz', 92), ('yanns', 72), ('isomarcte', 67), ('amarrella', 63), ('SystemFw', 62), ('reactormonk', 60), ('casualjim', 59), ('eklavya', 49), ('fredshonorio', 48), ('ashwinbhaskar', 48), ('zarthross', 44), ('FrancescoSerra', 39), ('domaspoliakas', 39), ('vasilmkd', 36), ('blast-hardcheese', 36), ('VlachJosef', 33), ('arouel', 33), ('zmccoy', 32), ('luisdeltoro', 31), ('lewisjkl', 28), ('jedesah', 27), ('dj707chen', 26), ('TimWSpence', 26), ('san-coding', 25), ('satorg', 25), ('nigredo-tori', 25), ('yurique', 24), ('SallyPerez', 24), ('kovstas', 23), ('julien-truffaut', 23), ('rcardin', 22), ('tomwadeson', 22), ('agustafson', 21), ('github-actionsbot', 19), ('vder', 19), ('voidcontext', 18), ('mox692', 18), ('kryptt', 17), ('travisbrown', 17), ('novakov-alexey', 16), ('andimiller', 16), ('gvolpe', 16), ('tpolecat', 16), ('samspills', 15), ('hvesalai', 14), ('bpholt', 14), ('IndiscriminateCoding', 13), ('kubukoz', 13), ('erewl', 13), ('bfdes', 12), ('coltfred', 12), ('ghostroad', 11), ('shengc', 10), ('mrdziuban', 10), ('kailuowang', 10), ('jodagm', 10), ('wemrysi', 10), ('colin-williams', 10), ('danghieutrung', 9), ('dzanot', 9), ('kry00la', 9), ('augi', 9), ('lloydmeta', 9), ('fthomas', 9), ('rhyskeepence', 9), ('amohrland', 8), ('rohan-sircar', 8), ('rpiaggio', 8), ('aryairani', 8), ('m4dc4p', 8), ('zcox', 8), ('philotimos', 7), ('alejandrohdezma', 7), ('froth', 7), ('rsoeldner', 7), ('buntec', 7), ('dakatsuka', 7), ('benderpremier', 7), ('keirlawson', 7), ('luisspringernature', 7), ('MartinSnyder', 7), ('taig', 7), ('nebtrx', 7), ('toddburnside', 6), ('arturaz', 6), ('cobr123', 6), ('ang-mic', 6), ('jcouyang', 6), ('jyoo980', 6), ('mbilski', 6), ('insdami', 6), ('peterbecich', 6), ('rzeigler', 6), ('timo-schmid', 6), ('Leammas', 5), ('ybasket', 5), ('ammarc', 5), ('ayushhooda', 5), ('cmcmteixeira', 5), ('frehn', 5), ('gringrape', 5), ('sierikov', 5), ('etorreborre', 5), ('hejfelix', 5), ('barryoneill', 5), ('arixmkii', 5), ('amitrai48', 5), ('CharlesD91', 5), ('dchenbecker', 5), ('harpresing', 5), ('jenshalm', 5), ('NicolasRouquette', 5), ('sideeffffect', 5), ('BenFradet', 4), ('zizhengtai', 4), ('apple-corps', 4), ('zakolenko', 4), ('albertoadami', 4), ('IssueMonoid', 4), ('gribbet', 4), ('amesgen', 4), ('Lasering', 4), ('cgoldammer', 4), ('appliedfunctor', 4), ('somethingconcon', 4), ('Adam-McDevitt', 4), ('daddykotex', 4), ('Hiroki6', 4), ('JakDar', 4), ('BalmungSan', 4), ('morgen-peschke', 4), ('asarturas', 3), ('jcranky', 3), ('guymers', 3), ('sullis', 3), ('shannonbarnes', 3), ('dozed', 3), ('stephennancekivell', 3), ('zakpatterson', 3), ('dantb', 3), ('gaspb', 3), ('mgibowski', 3), ('vglushak', 3), ('lukoyanov', 3), ('yoshinorin', 3), ('peterneyens', 3), ('TomTriple', 3), ('mcarolan', 3), ('refried', 3), ('amiguez', 3), ('plokhotnyuk', 3), ('niij', 3), ('Chingles2404', 3), ('christiankjaer', 3), ('ceedubs', 3), ('dabd', 3), ('diogocanut', 3), ('mpilquist', 3), ('grouzen', 3), ('mdedetrich', 3), ('monkey-mas', 3), ('leoniv', 3), ('joan38', 3), ('jan0sch', 3), ('howyp', 3), ('yoohaemin', 3), ('phiSgr', 3), ('Quafadas', 2), ('SethTisue', 2), ('lhns', 2), ('LolHens', 2), ('phongngtuan', 2), ('perok', 2), ('CremboC', 2), ('liff', 2), ('takezoe', 2), ('mossprescott', 2), ('martijnhoekstra', 2), ('megri', 2), ('Daenyth', 2), ('FunFunFine', 2), ('yasuba', 2), ('vilu', 2), ('valydia', 2), ('rintcius', 2), ('pshirshov', 2), ('pocketberserker', 2), ('mcintdan', 2), ('maxkorolev', 2), ('klpx', 2), ('yuferpegom', 2), ('yannick-cw', 2), ('walesho', 2), ('travisblakeney', 2), ('DeviLab', 2), ('drostron', 2), ('djspiewak', 2), ('dcsobral', 2), ('CraigHammondDexcom', 2), ('CharlesAHunt', 2), ('gannicottb', 2), ('ngbinh', 2), ('Angel-O', 2), ('faustas', 2), ('akovbovich', 2), ('utaal', 2), ('amrhassan', 2), ('asachdeva', 2), ('alexarchambault', 2), ('mabasic', 2), ('mtomko', 2), ('iRevive', 2), ('aspic', 2), ('lucidd', 2), ('ktfleming', 2), ('wjoel', 2), ('jaspervz', 2), ('edmundnoble', 2), ('fsarradin', 2), ('gstro', 2), ('Igosuki', 2), ('haripriyamurthy', 2), ('ikr0m', 2), ('wjlow', 2), ('nolledge', 1), ('rsemlal', 1), ('richashworth', 1), ('rolandomanrique', 1), ('ragb', 1), ('rtar', 1), ('rlavolee', 1), ('sluukkonen', 1), ('desbo', 1), ('ScalaWilliam', 1), ('gokyo', 1), ('stephanh', 1), ('sbly', 1), ('devholic', 1), ('tbrown1979', 1), ('MatthewEdge', 1), ('tovbinm', 1), ('mkows', 1), ('mszczygiel', 1), ('MichalPawlicki', 1), ('mikela', 1), ('flash-gordon', 1), ('kusaeva', 1), ('olliahonen', 1), ('ProxyLiveSolutions', 1), ('pkhry', 1), ('PeterPerhac', 1), ('Philippus', 1), ('pravin-raha', 1), ('Qi77Qi', 1), ('Dichotomia', 1), ('danbim', 1), ('danielkarch', 1), ('dsusviela', 1), ('virusdave', 1), ('dbousamra', 1), ('eikek', 1), ('endertunc', 1), ('epost', 1), ('fabiocognigni', 1), ('fedor-shi', 1), ('fghibellini', 1), ('george-wilson-rea', 1), ('GrafBlutwurst', 1), ('Grogs', 1), ('MasseGuillaume', 1), ('hartmut27', 1), ('MouslihAbdelhakim', 1), ('Adriani-Furtado', 1), ('ahjohannessen', 1), ('zAPFy', 1), ('alissapajer', 1), ('andreamarcolin', 1), ('CloudNiner', 1), ('aaabramov', 1), ('andyscott', 1), ('anilkumarmyla', 1), ('anthony-cros', 1), ('chuwy', 1), ('ALPHA-60', 1), ('yuchaoran2011', 1), ('cb372', 1), ('lunedis', 1), ('kejifasuyi', 1), ('kevin-lee', 1), ('Tomahna', 1), ('KristianAN', 1), ('LaurenceWarne', 1), ('leeshangqian', 1), ('LeifW', 1), ('lolgab', 1), ('mcenkar', 1), ('Marcus-Rosti', 1), ('mcanlas', 1), ('markus1189', 1), ('justjoheinz', 1), ('mattyjbrown', 1), ('aldiyen', 1), ('mattkohl', 1), ('henridwyer', 1), ('hnaderi', 1), ('hgiddens', 1), ('ingarabr', 1), ('ijuma', 1), ('Slakah', 1), ('jisantuc', 1), ('jvliwanag', 1), ('jrozanski', 1), ('Jentsch', 1), ('guersam', 1), ('joescii', 1), ('knuton', 1), ('teigen', 1), ('jadlr', 1), ('jordiolivares', 1), ('jgogstad', 1), ('neko-kai', 1)","('rossabaker', 7263), ('armanbilge', 1106), ('ChristopherDavenport', 993), ('bryce-anderson', 912)",17678,328,7063,87,5904,87,None
rubenlagus/TelegramBots,Java library to create bots using Telegram Bots API,"'java', 'java-library', 'jitpack', 'maven', 'polling', 'spring-boot', 'telegram', 'telegram-bot', 'telegram-bots-api', 'webhook'",Java,2016-01-14T00:13:07Z,2024-09-07T17:00:25Z,3159,4733,168,1208,125,99,26,26,65,53,1,"('rubenlagus', 689), ('addo47', 28), ('Anonymous', 27), ('costalfy', 24), ('Chase22', 23), ('Anonymous', 20), ('aNNiMON', 19), ('Anonymous', 18), ('Clevero', 16), ('Mit0x2', 15), ('antonu17', 8), ('UnAfraid', 8), ('christianblos', 7), ('flicus', 6), ('nea89o', 6), ('ChmilevFA', 6), ('Anonymous', 6), ('dapoldi', 5), ('AzZureman', 5), ('recursiveribbons', 5), ('loolzaaa', 4), ('bernikr', 4), ('snyk-bot', 4), ('jugendhacker', 4), ('ekiauhce', 4), ('bvn13', 4), ('Narryel', 4), ('dschulz', 4), ('alexengrig', 4), ('myplacedk', 4), ('LukasPrediger', 4), ('timursergeevichname', 3), ('monkeyboiii', 3), ('Anonymous', 3), ('limitium', 3), ('Anonymous', 3), ('Anonymous', 3), ('slavino', 3), ('o-chaey', 3), ('Anonymous', 3), ('Dhina17', 2), ('EgorBochkarev', 2), ('Anonymous', 2), ('Anonymous', 2), ('Anonymous', 2), ('Anonymous', 2), ('taksoidet', 2), ('xMandrake', 2), ('Anonymous', 2), ('AngryJKirk', 2), ('ggiambo', 2), ('AssasinCross', 2), ('michaelarlt', 2), ('MouamleH', 2), ('homich1991', 2), ('Anonymous', 2), ('voidpointer0x00', 2), ('d35h', 2), ('dartwata', 2), ('dependabotbot', 2), ('yangshoulai', 1), ('ezachateyskiy', 1), ('d2a-raudenaerde', 1), ('azhohov', 1), ('YanhuiJessica', 1), ('FireFrogSEO', 1), ('Anonymous', 1), ('varunsingh87', 1), ('goroshevsky', 1), ('TerminusMKB', 1), ('Anonymous', 1), ('Sheigutn', 1), ('Jimall', 1), ('Sergeich0', 1), ('rgordeev', 1), ('rgolyshev', 1), ('vsubhuman', 1), ('valery1707', 1), ('tolwi', 1), ('Anonymous', 1), ('sokomishalov', 1), ('robatipoor', 1), ('rbondar', 1), ('oskov', 1), ('nicetryzz', 1), ('Melancholic', 1), ('Anonymous', 1), ('maratische', 1), ('malta895', 1), ('link1107', 1), ('jonas-s-s-s', 1), ('gekoramy', 1), ('Anonymous', 1), ('alpa-coder', 1), ('chengza', 1), ('chenzhang22', 1), ('ChelouteVR', 1), ('Anonymous', 1), ('b1sar', 1), ('lacinoire', 1), ('camilosampedro', 1), ('bryan-zhu-dev', 1), ('berkus', 1), ('Anonymous', 1), ('Anonymous', 1), ('MonsterDeveloper', 1), ('AndreicaRadu', 1), ('AliannejadiPourya', 1), ('Anonymous', 1), ('Anonymous', 1), ('fullmoonrising', 1), ('MarijnKoesen', 1), ('McPringle', 1), ('luksrn', 1), ('LamGC', 1), ('Manjago', 1), ('JetCoder1', 1), ('javver', 1), ('LegendaryZer0', 1), ('Anonymous', 1), ('Kurpilyansky', 1), ('kortov', 1), ('Anonymous', 1), ('eitland', 1), ('dmgangan', 1)","('rubenlagus', 689), ('addo47', 28), ('costalfy', 24), ('Chase22', 23), ('aNNiMON', 19), ('Clevero', 16), ('Mit0x2', 15), ('antonu17', 8), ('UnAfraid', 8), ('christianblos', 7), ('flicus', 6), ('nea89o', 6), ('ChmilevFA', 6), ('dapoldi', 5), ('AzZureman', 5), ('recursiveribbons', 5), ('loolzaaa', 4), ('bernikr', 4), ('snyk-bot', 4), ('jugendhacker', 4), ('ekiauhce', 4), ('bvn13', 4), ('Narryel', 4), ('dschulz', 4), ('alexengrig', 4), ('myplacedk', 4), ('LukasPrediger', 4), ('timursergeevichname', 3), ('monkeyboiii', 3), ('limitium', 3), ('slavino', 3), ('o-chaey', 3), ('Dhina17', 2), ('EgorBochkarev', 2), ('taksoidet', 2), ('xMandrake', 2), ('AngryJKirk', 2), ('ggiambo', 2), ('AssasinCross', 2), ('michaelarlt', 2), ('MouamleH', 2), ('homich1991', 2), ('voidpointer0x00', 2), ('d35h', 2), ('dartwata', 2), ('dependabotbot', 2), ('yangshoulai', 1), ('ezachateyskiy', 1), ('d2a-raudenaerde', 1), ('azhohov', 1), ('YanhuiJessica', 1), ('FireFrogSEO', 1), ('varunsingh87', 1), ('goroshevsky', 1), ('TerminusMKB', 1), ('Sheigutn', 1), ('Jimall', 1), ('Sergeich0', 1), ('rgordeev', 1), ('rgolyshev', 1), ('vsubhuman', 1), ('valery1707', 1), ('tolwi', 1), ('sokomishalov', 1), ('robatipoor', 1), ('rbondar', 1), ('oskov', 1), ('nicetryzz', 1), ('Melancholic', 1), ('maratische', 1), ('malta895', 1), ('link1107', 1), ('jonas-s-s-s', 1), ('gekoramy', 1), ('alpa-coder', 1), ('chengza', 1), ('chenzhang22', 1), ('ChelouteVR', 1), ('b1sar', 1), ('lacinoire', 1), ('camilosampedro', 1), ('bryan-zhu-dev', 1), ('berkus', 1), ('MonsterDeveloper', 1), ('AndreicaRadu', 1), ('AliannejadiPourya', 1), ('fullmoonrising', 1), ('MarijnKoesen', 1), ('McPringle', 1), ('luksrn', 1), ('LamGC', 1), ('Manjago', 1), ('JetCoder1', 1), ('javver', 1), ('LegendaryZer0', 1), ('Kurpilyansky', 1), ('kortov', 1), ('eitland', 1), ('dmgangan', 1)","('rubenlagus', 689)",1117,174,1206,15,532,15,None
